,gene,cluster
15641,ANKRD34C,Singleton
15642,CAMK2N2,Singleton
15643,PCDH11Y,Singleton
15644,GPR26,Singleton
15645,LRTM2,Singleton
15646,FRRS1L,Singleton
15647,OLFM3,Singleton
15648,CDH12,Singleton
15649,ZDHHC22,Singleton
15650,VSX1,Singleton
15651,ASIC2,Singleton
15652,GABRG1,Singleton
15653,CLVS2,Singleton
15654,TMEM179,Singleton
15655,CABP7,Singleton
15656,RBP3,Singleton
15657,GSG1L,Singleton
15658,TMEM132D,Singleton
15659,ETNPPL,Singleton
15660,CNTNAP4,Singleton
15661,HEPACAM,Singleton
15662,HS3ST5,Singleton
15663,NKAIN4,Singleton
15664,VSTM2A,Singleton
15665,KCNK9,Singleton
15666,PRR18,Singleton
15667,AMER2,Singleton
15668,BRINP3,Singleton
15669,UPP2,Singleton
15670,LRFN2,Singleton
15671,CLVS1,Singleton
15672,GPR52,Singleton
15673,LRRC3B,Singleton
15674,CKMT1A,Singleton
15675,DACH2,Singleton
15676,LHFPL4,Singleton
15677,CA10,Singleton
15678,HS3ST4,Singleton
15679,CA7,Singleton
15680,KCNK4,Singleton
15681,TCEAL6,Singleton
15682,PLK5,Singleton
15683,CBLN4,Singleton
15684,OPALIN,Singleton
15685,KCTD4,Singleton
15686,RPRML,Singleton
15687,BTBD17,Singleton
15688,COL20A1,Singleton
15689,ABCC12,Singleton
15690,ATOH7,Singleton
15691,SHD,Singleton
15692,TMEM196,Singleton
15693,SLC39A12,Singleton
15694,RXFP1,Singleton
15695,LRRC55,Singleton
15696,NLGN4Y,Singleton
15697,C1QL2,Singleton
15698,COL26A1,Singleton
15699,KLRC2,Singleton
15700,RIPPLY2,Singleton
15701,CLEC2L,Singleton
15702,SERTM1,Singleton
15703,NYAP2,Singleton
15704,MAGEC3,Singleton
15705,SIAH3,Singleton
15706,NKAIN3,Singleton
15707,NWD2,Singleton
15708,CALHM1,Singleton
15709,RFPL1,Singleton
15710,FNDC9,Singleton
15711,VWC2L,Singleton
15712,TMEM88B,Singleton
15713,AMER3,Singleton
15714,OSTN,Singleton
15715,DBX2,Singleton
15716,CCDC160,Singleton
15717,TMEM52B,Singleton
15718,FREM3,Singleton
15719,MAGEE2,Singleton
15720,IGFL4,Singleton
15721,GJD4,Singleton
15722,TUNAR,Singleton
15723,WDR49,Singleton
15724,KRTAP5-2,Singleton
15725,LCN15,Singleton
15726,ASCL5,Singleton
15727,PRB2,Singleton
15728,DMRTC1,Singleton
15729,OR13J1,Singleton
15730,BRCA1,Singleton
15731,PCNA,Singleton
15732,TOP2A,Singleton
15733,CCNA2,Singleton
15734,MKI67,Singleton
15735,CDK1,Singleton
15736,LMNB1,Singleton
15737,ZWINT,Singleton
15738,RRM2,Singleton
15739,CDK2,Singleton
15740,CDC20,Singleton
15741,UBE2C,Singleton
15742,PLK1,Singleton
15743,CDC25A,Singleton
15744,BIRC5,Singleton
15745,DTL,Singleton
15746,BUB1,Singleton
15747,CCNB1,Singleton
15748,FEN1,Singleton
15749,MCM4,Singleton
15750,TMPO,Singleton
15751,BRCA2,Singleton
15752,AURKB,Singleton
15753,FOXM1,Singleton
15754,MCM3,Singleton
15755,SMC1A,Singleton
15756,MYBL2,Singleton
15757,EZH2,Singleton
15758,PRC1,Singleton
15759,MCM2,Singleton
15760,HMGB2,Singleton
15761,KIF20A,Singleton
15762,TYMS,Singleton
15763,CDC6,Singleton
15764,NUSAP1,Singleton
15765,KIF14,Singleton
15766,TPX2,Singleton
15767,SMC4,Singleton
15768,MCM7,Singleton
15769,ATAD2,Singleton
15770,RACGAP1,Singleton
15771,KPNA2,Singleton
15772,TFDP1,Singleton
15773,MCM5,Singleton
15774,MAD2L1,Singleton
15775,KIF2C,Singleton
15776,RFC2,Singleton
15777,ASPM,Singleton
15778,BUB1B,Singleton
15779,KIF11,Singleton
15780,TK1,Singleton
15781,CCNF,Singleton
15782,RFC3,Singleton
15783,CCNB2,Singleton
15784,MCM6,Singleton
15785,CDC45,Singleton
15786,TRIP13,Singleton
15787,MCM10,Singleton
15788,CENPF,Singleton
15789,RRM1,Singleton
15790,CHEK2,Singleton
15791,MSH2,Singleton
15792,CSE1L,Singleton
15793,ARHGAP11A,Singleton
15794,UBE2S,Singleton
15795,GINS2,Singleton
15796,CKS2,Singleton
15797,ANP32E,Singleton
15798,PBK,Singleton
15799,RANBP1,Singleton
15800,KIF23,Singleton
15801,POLE2,Singleton
15802,RAD51,Singleton
15803,TIMELESS,Singleton
15804,CHEK1,Singleton
15805,FANCI,Singleton
15806,KIF18B,Singleton
15807,SPAG5,Singleton
15808,DHFR,Singleton
15809,DLGAP5,Singleton
15810,CENPA,Singleton
15811,GINS1,Singleton
15812,CEP55,Singleton
15813,NCAPG,Singleton
15814,TACC3,Singleton
15815,ECT2,Singleton
15816,BLM,Singleton
15817,NCAPG2,Singleton
15818,CENPE,Singleton
15819,PTTG1,Singleton
15820,KIF22,Singleton
15821,GTSE1,Singleton
15822,CKS1B,Singleton
15823,ESPL1,Singleton
15824,SKP2,Singleton
15825,RFC4,Singleton
15826,RFC5,Singleton
15827,CCNE2,Singleton
15828,HMMR,Singleton
15829,EXO1,Singleton
15830,KIF15,Singleton
15831,PLK4,Singleton
15832,CDT1,Singleton
15833,TTK,Singleton
15834,LIG1,Singleton
15835,ASF1B,Singleton
15836,HJURP,Singleton
15837,CDCA8,Singleton
15838,NEK2,Singleton
15839,UHRF1,Singleton
15840,USP1,Singleton
15841,RNASEH2A,Singleton
15842,HELLS,Singleton
15843,NCAPH,Singleton
15844,SHCBP1,Singleton
15845,CDKN3,Singleton
15846,SMC2,Singleton
15847,CDCA5,Singleton
15848,SUV39H1,Singleton
15849,MYBL1,Singleton
15850,FANCA,Singleton
15851,CDC25C,Singleton
15852,TOPBP1,Singleton
15853,RAD51AP1,Singleton
15854,KIF20B,Singleton
15855,CENPN,Singleton
15856,VRK1,Singleton
15857,DSCC1,Singleton
15858,CLSPN,Singleton
15859,FBXO5,Singleton
15860,CDCA3,Singleton
15861,CHAF1A,Singleton
15862,KIF4A,Singleton
15863,SPC25,Singleton
15864,DEPDC1,Singleton
15865,BRIP1,Singleton
15866,PRIM1,Singleton
15867,RFWD3,Singleton
15868,NDC80,Singleton
15869,ORC1,Singleton
15870,WDHD1,Singleton
15871,ATAD5,Singleton
15872,CDC7,Singleton
15873,NCAPD3,Singleton
15874,KNTC1,Singleton
15875,PKMYT1,Singleton
15876,STIL,Singleton
15877,UBE2T,Singleton
15878,CDCA2,Singleton
15879,RAD54L,Singleton
15880,XRCC2,Singleton
15881,DSN1,Singleton
15882,TRAIP,Singleton
15883,ESCO2,Singleton
15884,CKAP2,Singleton
15885,TICRR,Singleton
15886,KIF18A,Singleton
15887,DBF4,Singleton
15888,SKA3,Singleton
15889,WDR62,Singleton
15890,ERCC6L,Singleton
15891,POLQ,Singleton
15892,OIP5,Singleton
15893,CENPO,Singleton
15894,ORC6,Singleton
15895,TROAP,Singleton
15896,CENPU,Singleton
15897,NEIL3,Singleton
15898,VPS29,Singleton
15899,PCDH1,Singleton
15900,DAPP1,Singleton
15901,RGS6,Singleton
15902,ALS2CL,Singleton
15903,MPZL2,Singleton
15904,VCPIP1,Singleton
15905,TTC1,Singleton
15906,BAIAP3,Singleton
15907,SLC14A1,Singleton
15908,PHOSPHO1,Singleton
15909,RLIM,Singleton
15910,PRRG4,Singleton
15911,MRPS18B,Singleton
15912,ZRANB2,Singleton
15913,SHOC2,Singleton
15914,TLL1,Singleton
15915,TTC13,Singleton
15916,RAPGEFL1,Singleton
15917,RBBP5,Singleton
15918,SLC15A2,Singleton
15919,ATOH8,Singleton
15920,TXN2,Singleton
15921,PRCC,Singleton
15922,SLC41A2,Singleton
15923,REXO4,Singleton
15924,NR2C1,Singleton
15925,SART3,Singleton
15926,KLHL5,Singleton
15927,CPNE8,Singleton
15928,TRIM47,Singleton
15929,G6PC3,Singleton
15930,ACTR10,Singleton
15931,SLC46A1,Singleton
15932,YTHDC2,Singleton
15933,USP39,Singleton
15934,SNAPIN,Singleton
15935,DBNDD1,Singleton
15936,PRPF39,Singleton
15937,MOCS1,Singleton
15938,SOX13,Singleton
15939,PDCL3,Singleton
15940,NSUN7,Singleton
15941,VTI1A,Singleton
15942,TMEM98,Singleton
15943,COL9A1,Singleton
15944,TGS1,Singleton
15945,MYO3A,Singleton
15946,SUMF2,Singleton
15947,NIF3L1,Singleton
15948,DENND2A,Singleton
15949,PYCR2,Singleton
15950,CPSF2,Singleton
15951,TEX14,Singleton
15952,FREM1,Singleton
15953,MRPL49,Singleton
15954,REV1,Singleton
15955,PLEKHG1,Singleton
15956,ZNF638,Singleton
15957,AFAP1L1,Singleton
15958,ADAMTS15,Singleton
15959,LOXL4,Singleton
15960,ELP2,Singleton
15961,DHRS4,Singleton
15962,RNF111,Singleton
15963,SPRYD4,Singleton
15964,SPTBN5,Singleton
15965,TTC27,Singleton
15966,SDCBP2,Singleton
15967,SCAMP3,Singleton
15968,PEAR1,Singleton
15969,KCNT2,Singleton
15970,ACBD5,Singleton
15971,ANGPT4,Singleton
15972,FGGY,Singleton
15973,THEM6,Singleton
15974,CTDSPL2,Singleton
15975,SLU7,Singleton
15976,CUEDC2,Singleton
15977,LAMTOR3,Singleton
15978,MYH7B,Singleton
15979,TNN,Singleton
15980,RPUSD2,Singleton
15981,QRSL1,Singleton
15982,CWC22,Singleton
15983,ZNF503,Singleton
15984,CAPN7,Singleton
15985,SYTL4,Singleton
15986,RNF115,Singleton
15987,CA8,Singleton
15988,MRS2,Singleton
15989,CPXM1,Singleton
15990,SVIP,Singleton
15991,EVA1A,Singleton
15992,UBAP1,Singleton
15993,MIOS,Singleton
15994,NUMBL,Singleton
15995,ZBTB11,Singleton
15996,PI15,Singleton
15997,CCDC124,Singleton
15998,ZDHHC8,Singleton
15999,FGFR1OP2,Singleton
16000,EGFLAM,Singleton
16001,CRISPLD1,Singleton
16002,CCNJL,Singleton
16003,NINJ2,Singleton
16004,IWS1,Singleton
16005,FAM153A,Singleton
16006,MRPL10,Singleton
16007,ZMAT2,Singleton
16008,PRELID2,Singleton
16009,RPRD1B,Singleton
16010,RBM27,Singleton
16011,CLEC4F,Singleton
16012,CC2D1B,Singleton
16013,GXYLT2,Singleton
16014,CHSY3,Singleton
16015,ZNF81,Singleton
16016,CLCA4,Singleton
16017,RPAP3,Singleton
16018,CISD3,Singleton
16019,MFAP1,Singleton
16020,CASP12,Singleton
16021,ZNF469,Singleton
16022,ANGPTL1,Singleton
16023,LRRC36,Singleton
16024,IZUMO4,Singleton
16025,PALM3,Singleton
16026,TPRN,Singleton
16027,TATDN3,Singleton
16028,ADIRF,Singleton
16029,B3GNT9,Singleton
16030,GYPE,Singleton
16031,GDF7,Singleton
16032,MPP4,Singleton
16033,BTBD8,Singleton
16034,TBC1D25,Singleton
16035,TTC36,Singleton
16036,GPR141,Singleton
16037,NCMAP,Singleton
16038,IRX6,Singleton
16039,DQX1,Singleton
16040,ULBP3,Singleton
16041,FBXO48,Singleton
16042,RINL,Singleton
16043,PRDM15,Singleton
16044,SPNS3,Singleton
16045,FBXO43,Singleton
16046,TPSD1,Singleton
16047,FGFBP2,Singleton
16048,TAS2R10,Singleton
16049,ZNF341,Singleton
16050,VPS9D1,Singleton
16051,LRFN1,Singleton
16052,ZNF700,Singleton
16053,ERICH5,Singleton
16054,ZNF548,Singleton
16055,ZNF561,Singleton
16056,GPR89B,Singleton
16057,TMEM185A,Singleton
16058,TMEM233,Singleton
16059,TMEM150B,Singleton
16060,ZNF619,Singleton
16061,ZNF71,Singleton
16062,ZNF699,Singleton
16063,SIGLEC16,Singleton
16064,ETNK1,Singleton
16065,SLC12A7,Singleton
16066,VPS53,Singleton
16067,OTUD7B,Singleton
16068,GIT2,Singleton
16069,PPCS,Singleton
16070,DYRK3,Singleton
16071,KLHL20,Singleton
16072,HLCS,Singleton
16073,NEK1,Singleton
16074,ERC1,Singleton
16075,DCP2,Singleton
16076,PPTC7,Singleton
16077,TRIP11,Singleton
16078,ZFPM1,Singleton
16079,VPS13A,Singleton
16080,MAN1A2,Singleton
16081,MNT,Singleton
16082,DIXDC1,Singleton
16083,KLHDC2,Singleton
16084,NCOA7,Singleton
16085,IPP,Singleton
16086,CRYL1,Singleton
16087,COL27A1,Singleton
16088,UBA6,Singleton
16089,DYM,Singleton
16090,ACAP2,Singleton
16091,RAD18,Singleton
16092,SLC7A6,Singleton
16093,RNF44,Singleton
16094,TLE2,Singleton
16095,SFXN1,Singleton
16096,PLAGL2,Singleton
16097,MTMR4,Singleton
16098,GTF3A,Singleton
16099,MFSD6,Singleton
16100,TAOK3,Singleton
16101,RYK,Singleton
16102,L1TD1,Singleton
16103,ZCWPW1,Singleton
16104,RNF41,Singleton
16105,PICK1,Singleton
16106,PREP,Singleton
16107,MDGA1,Singleton
16108,ENPP5,Singleton
16109,SNX11,Singleton
16110,PPP1R2,Singleton
16111,TLE6,Singleton
16112,BBS10,Singleton
16113,CISD2,Singleton
16114,DCTN3,Singleton
16115,MND1,Singleton
16116,SLC25A28,Singleton
16117,TTC14,Singleton
16118,ALKBH5,Singleton
16119,LRRFIP2,Singleton
16120,ELMO2,Singleton
16121,PPT2,Singleton
16122,PRTG,Singleton
16123,CENPH,Singleton
16124,SLC25A40,Singleton
16125,SPAG4,Singleton
16126,PHF1,Singleton
16127,MYH3,Singleton
16128,BTBD9,Singleton
16129,RGS17,Singleton
16130,ZNF532,Singleton
16131,FAM210B,Singleton
16132,FBRSL1,Singleton
16133,THEM4,Singleton
16134,FAM131A,Singleton
16135,IQCK,Singleton
16136,EFCAB6,Singleton
16137,UBAC1,Singleton
16138,GEMIN8,Singleton
16139,FNDC5,Singleton
16140,C2CD3,Singleton
16141,TTC26,Singleton
16142,PABPC3,Singleton
16143,GATAD1,Singleton
16144,MED6,Singleton
16145,RANBP17,Singleton
16146,PIGX,Singleton
16147,ZBED5,Singleton
16148,SERGEF,Singleton
16149,CCDC122,Singleton
16150,AP3M1,Singleton
16151,WDR25,Singleton
16152,PARPBP,Singleton
16153,MICU1,Singleton
16154,CHAC2,Singleton
16155,RASEF,Singleton
16156,RILP,Singleton
16157,SMU1,Singleton
16158,RNF220,Singleton
16159,ZDHHC11,Singleton
16160,SNF8,Singleton
16161,TTC12,Singleton
16162,ITPRIP,Singleton
16163,LRIF1,Singleton
16164,ANAPC4,Singleton
16165,SYAP1,Singleton
16166,ANO5,Singleton
16167,ANKRD35,Singleton
16168,MMAA,Singleton
16169,FHDC1,Singleton
16170,WDR41,Singleton
16171,TMC4,Singleton
16172,TMEM223,Singleton
16173,DTD1,Singleton
16174,NOA1,Singleton
16175,TSPAN17,Singleton
16176,GLB1L2,Singleton
16177,NUDT2,Singleton
16178,KLHDC8B,Singleton
16179,ASCC2,Singleton
16180,XKR8,Singleton
16181,ALKBH2,Singleton
16182,RTN4RL2,Singleton
16183,NKAP,Singleton
16184,HCN3,Singleton
16185,NICN1,Singleton
16186,TPRG1L,Singleton
16187,TDRP,Singleton
16188,CARD6,Singleton
16189,NXPE3,Singleton
16190,ADCK1,Singleton
16191,TMEM171,Singleton
16192,BCDIN3D,Singleton
16193,RUNDC1,Singleton
16194,CDH24,Singleton
16195,JAGN1,Singleton
16196,ZDHHC12,Singleton
16197,ZNF208,Singleton
16198,DNPH1,Singleton
16199,ZNF354A,Singleton
16200,TIMM21,Singleton
16201,FASTKD3,Singleton
16202,IQCA1,Singleton
16203,KIF12,Singleton
16204,CIPC,Singleton
16205,SLC2A11,Singleton
16206,KBTBD12,Singleton
16207,MPV17L2,Singleton
16208,XXYLT1,Singleton
16209,USB1,Singleton
16210,SDR9C7,Singleton
16211,KCTD18,Singleton
16212,LRP2BP,Singleton
16213,AAMDC,Singleton
16214,RAB44,Singleton
16215,ZNF576,Singleton
16216,RMDN3,Singleton
16217,EXOC3L4,Singleton
16218,ZNF579,Singleton
16219,VARS2,Singleton
16220,RAET1E,Singleton
16221,NDUFAF5,Singleton
16222,UQCC1,Singleton
16223,RHBDL2,Singleton
16224,NCR3LG1,Singleton
16225,ZNF48,Singleton
16226,PTGES3L,Singleton
16227,ZNF285,Singleton
16228,ZNF404,Singleton
16229,SLC10A5,Singleton
16230,ANXA2R,Singleton
16231,C3,Singleton
16232,HP,Singleton
16233,EPHX1,Singleton
16234,C2,Singleton
16235,ALB,Singleton
16236,PAH,Singleton
16237,APOC1,Singleton
16238,AGT,Singleton
16239,CFB,Singleton
16240,SLC22A1,Singleton
16241,FGA,Singleton
16242,ITIH4,Singleton
16243,SERPINA1,Singleton
16244,F2,Singleton
16245,TF,Singleton
16246,ORM1,Singleton
16247,ANG,Singleton
16248,MAT1A,Singleton
16249,FGB,Singleton
16250,PLG,Singleton
16251,ITIH3,Singleton
16252,HNF4A,Singleton
16253,VTN,Singleton
16254,PROC,Singleton
16255,TAT,Singleton
16256,FTCD,Singleton
16257,CPB2,Singleton
16258,PON1,Singleton
16259,NR1H4,Singleton
16260,ARG1,Singleton
16261,GJB1,Singleton
16262,HSD17B6,Singleton
16263,APCS,Singleton
16264,MST1,Singleton
16265,KNG1,Singleton
16266,HRG,Singleton
16267,APOA5,Singleton
16268,CYP2C9,Singleton
16269,SLC38A3,Singleton
16270,C4BPA,Singleton
16271,SERPIND1,Singleton
16272,SLC2A2,Singleton
16273,BAAT,Singleton
16274,HPN,Singleton
16275,HAO2,Singleton
16276,NR1I2,Singleton
16277,C4A,Singleton
16278,DPYS,Singleton
16279,C9,Singleton
16280,CYP2D6,Singleton
16281,FGG,Singleton
16282,PRODH2,Singleton
16283,AMBP,Singleton
16284,C6,Singleton
16285,ACOX2,Singleton
16286,F7,Singleton
16287,OTC,Singleton
16288,ABCB11,Singleton
16289,SERPINF2,Singleton
16290,AGXT,Singleton
16291,APOH,Singleton
16292,SLC22A7,Singleton
16293,ITIH1,Singleton
16294,HGD,Singleton
16295,ABCB4,Singleton
16296,MBL2,Singleton
16297,AFM,Singleton
16298,SERPINC1,Singleton
16299,FGL1,Singleton
16300,GC,Singleton
16301,C8A,Singleton
16302,FMO3,Singleton
16303,SDS,Singleton
16304,HPX,Singleton
16305,CYP4A11,Singleton
16306,BHMT2,Singleton
16307,ACSM5,Singleton
16308,HPD,Singleton
16309,GYS2,Singleton
16310,SEC16B,Singleton
16311,CYP2C8,Singleton
16312,ANGPTL3,Singleton
16313,ORM2,Singleton
16314,APOC3,Singleton
16315,HPR,Singleton
16316,F11,Singleton
16317,F9,Singleton
16318,ADH4,Singleton
16319,C8B,Singleton
16320,FETUB,Singleton
16321,ABCG8,Singleton
16322,SERPINA10,Singleton
16323,CYP8B1,Singleton
16324,SLC10A1,Singleton
16325,APOC2,Singleton
16326,GLYCTK,Singleton
16327,TDO2,Singleton
16328,F12,Singleton
16329,A1CF,Singleton
16330,ADH6,Singleton
16331,HGFAC,Singleton
16332,ABCG5,Singleton
16333,AADAC,Singleton
16334,ADH1A,Singleton
16335,HAO1,Singleton
16336,UGT2B7,Singleton
16337,TMPRSS6,Singleton
16338,SAA4,Singleton
16339,CYP4F2,Singleton
16340,SLCO1B1,Singleton
16341,CYP2A6,Singleton
16342,AGXT2,Singleton
16343,CIDEB,Singleton
16344,SULT2A1,Singleton
16345,AKR1C4,Singleton
16346,SERPINA4,Singleton
16347,INHBC,Singleton
16348,BHMT,Singleton
16349,UGT1A4,Singleton
16350,CYP2B6,Singleton
16351,UGT2B10,Singleton
16352,ADH1C,Singleton
16353,CFHR5,Singleton
16354,UGT2B4,Singleton
16355,CFHR2,Singleton
16356,NAT2,Singleton
16357,LPA,Singleton
16358,F13B,Singleton
16359,SLC28A1,Singleton
16360,GBP7,Singleton
16361,CFHR1,Singleton
16362,SLC25A47,Singleton
16363,CPN1,Singleton
16364,UGT1A1,Singleton
16365,SERPINA7,Singleton
16366,UROC1,Singleton
16367,CPN2,Singleton
16368,ACOT12,Singleton
16369,APOF,Singleton
16370,GLYAT,Singleton
16371,PLGLB2,Singleton
16372,CYP2C18,Singleton
16373,CFHR4,Singleton
16374,CFHR3,Singleton
16375,ACSM2B,Singleton
16376,CYP2C19,Singleton
16377,ACSM2A,Singleton
16378,CYP4A22,Singleton
16379,FCN2,Singleton
16380,HABP2,Singleton
16381,UGT2B15,Singleton
16382,PGLYRP2,Singleton
16383,DAO,Singleton
16384,TM4SF5,Singleton
16385,SERPINA11,Singleton
16386,UGT1A9,Singleton
16387,UGT1A3,Singleton
16388,GLYATL1,Singleton
16389,SLC22A10,Singleton
16390,SLC22A18,Singleton
16391,IMMT,Singleton
16392,CIB1,Singleton
16393,SRD5A1,Singleton
16394,CHCHD3,Singleton
16395,MANBA,Singleton
16396,SRPK2,Singleton
16397,EHMT2,Singleton
16398,AFG3L2,Singleton
16399,KLF3,Singleton
16400,LPCAT1,Singleton
16401,TMEM63A,Singleton
16402,BTBD1,Singleton
16403,STK24,Singleton
16404,CELF1,Singleton
16405,STAG2,Singleton
16406,PKN2,Singleton
16407,TET3,Singleton
16408,ACD,Singleton
16409,SYNJ1,Singleton
16410,HIC2,Singleton
16411,MREG,Singleton
16412,GSTK1,Singleton
16413,TMOD3,Singleton
16414,RAP2B,Singleton
16415,SMAGP,Singleton
16416,PPM1B,Singleton
16417,RAB27B,Singleton
16418,CELSR3,Singleton
16419,PJA2,Singleton
16420,MFSD2A,Singleton
16421,EML4,Singleton
16422,RAC3,Singleton
16423,PDS5B,Singleton
16424,ENPP3,Singleton
16425,ZBTB7B,Singleton
16426,GPR137,Singleton
16427,FDXR,Singleton
16428,VAMP4,Singleton
16429,TOR1AIP2,Singleton
16430,TRIM27,Singleton
16431,PRR13,Singleton
16432,KPNA3,Singleton
16433,STAG1,Singleton
16434,SLC9A2,Singleton
16435,SPAST,Singleton
16436,RBM10,Singleton
16437,SLC25A12,Singleton
16438,CDCP1,Singleton
16439,WDR45,Singleton
16440,ATAD2B,Singleton
16441,PARVB,Singleton
16442,PDLIM2,Singleton
16443,PHTF2,Singleton
16444,FCHSD2,Singleton
16445,TRIM14,Singleton
16446,CD2BP2,Singleton
16447,VPS33A,Singleton
16448,MTF1,Singleton
16449,KPNA6,Singleton
16450,MACROD1,Singleton
16451,SUCLA2,Singleton
16452,PDHX,Singleton
16453,FKBP3,Singleton
16454,WWP1,Singleton
16455,USP32,Singleton
16456,SPTLC1,Singleton
16457,PTPRA,Singleton
16458,ARMC6,Singleton
16459,DEAF1,Singleton
16460,PLCXD1,Singleton
16461,TBX6,Singleton
16462,CYB5R4,Singleton
16463,CLPB,Singleton
16464,DYNLRB1,Singleton
16465,COQ3,Singleton
16466,RNF187,Singleton
16467,SCAF11,Singleton
16468,BRMS1,Singleton
16469,ESRRB,Singleton
16470,PEX14,Singleton
16471,RANBP9,Singleton
16472,STAM2,Singleton
16473,MED27,Singleton
16474,ORAI1,Singleton
16475,UBR3,Singleton
16476,RPP38,Singleton
16477,BMP8A,Singleton
16478,OTUB1,Singleton
16479,GBP6,Singleton
16480,NDRG3,Singleton
16481,PQBP1,Singleton
16482,USP28,Singleton
16483,FBXO4,Singleton
16484,FXR2,Singleton
16485,MED8,Singleton
16486,ZNF185,Singleton
16487,RCAN3,Singleton
16488,KATNA1,Singleton
16489,RASAL1,Singleton
16490,VPS45,Singleton
16491,EML2,Singleton
16492,NRL,Singleton
16493,BRF2,Singleton
16494,PMEL,Singleton
16495,MSL1,Singleton
16496,ALKBH1,Singleton
16497,GDPD3,Singleton
16498,FKBP15,Singleton
16499,YAF2,Singleton
16500,PIGM,Singleton
16501,DMAP1,Singleton
16502,TBCB,Singleton
16503,HDAC8,Singleton
16504,TP53I3,Singleton
16505,FRG1,Singleton
16506,PIGG,Singleton
16507,MED9,Singleton
16508,CWF19L1,Singleton
16509,TRPM6,Singleton
16510,ALG5,Singleton
16511,TTC39C,Singleton
16512,KCTD11,Singleton
16513,E4F1,Singleton
16514,FAM83G,Singleton
16515,TBC1D20,Singleton
16516,KCNE3,Singleton
16517,IL20RB,Singleton
16518,PAQR5,Singleton
16519,ABCC10,Singleton
16520,RABEP2,Singleton
16521,KCNE2,Singleton
16522,TUBGCP6,Singleton
16523,KLHL31,Singleton
16524,AOC2,Singleton
16525,CEP120,Singleton
16526,SLC44A3,Singleton
16527,MLIP,Singleton
16528,WDFY2,Singleton
16529,ZNF589,Singleton
16530,LTB4R,Singleton
16531,PEBP4,Singleton
16532,TMEM184A,Singleton
16533,PRR15,Singleton
16534,SLC50A1,Singleton
16535,ABHD17A,Singleton
16536,TMEM79,Singleton
16537,KRT86,Singleton
16538,TBC1D10A,Singleton
16539,LAMTOR4,Singleton
16540,FAM110A,Singleton
16541,NMRK2,Singleton
16542,ZNF266,Singleton
16543,KRTAP5-9,Singleton
16544,GID8,Singleton
16545,TEN1,Singleton
16546,ZNF296,Singleton
16547,DOK3,Singleton
16548,BMF,Singleton
16549,PARVG,Singleton
16550,CD37,Singleton
16551,ARHGAP9,Singleton
16552,SEMA4D,Singleton
16553,PSD4,Singleton
16554,TMC6,Singleton
16555,PSTPIP1,Singleton
16556,LATS2,Singleton
16557,CCDC88B,Singleton
16558,DAB1,Singleton
16559,IL2RB,Singleton
16560,RASAL3,Singleton
16561,PLEKHA2,Singleton
16562,QSOX1,Singleton
16563,CD79B,Singleton
16564,CCDC88C,Singleton
16565,MAVS,Singleton
16566,EXTL1,Singleton
16567,SIRPB1,Singleton
16568,FGD3,Singleton
16569,ELF1,Singleton
16570,EFR3B,Singleton
16571,SLC4A1,Singleton
16572,RYR3,Singleton
16573,RNF125,Singleton
16574,POU2F2,Singleton
16575,TAGAP,Singleton
16576,PCMTD2,Singleton
16577,PITPNM3,Singleton
16578,MFNG,Singleton
16579,ZNF217,Singleton
16580,PCDH18,Singleton
16581,RHOBTB1,Singleton
16582,HRH2,Singleton
16583,COL9A3,Singleton
16584,CD109,Singleton
16585,MAP4K2,Singleton
16586,IGSF6,Singleton
16587,DENND1C,Singleton
16588,PFKFB4,Singleton
16589,KCNIP2,Singleton
16590,CLEC2D,Singleton
16591,TRPC3,Singleton
16592,GPR176,Singleton
16593,MMP25,Singleton
16594,SLC39A1,Singleton
16595,TMC8,Singleton
16596,POU6F1,Singleton
16597,TNFRSF9,Singleton
16598,TRPV2,Singleton
16599,CMTM6,Singleton
16600,GRIP1,Singleton
16601,ZDHHC7,Singleton
16602,RNF122,Singleton
16603,LTBR,Singleton
16604,KCNK3,Singleton
16605,FA2H,Singleton
16606,CEMIP,Singleton
16607,TBC1D10C,Singleton
16608,TNFRSF10C,Singleton
16609,PAMR1,Singleton
16610,VGLL3,Singleton
16611,CCBE1,Singleton
16612,KCNJ11,Singleton
16613,GNB4,Singleton
16614,BMPER,Singleton
16615,LGALSL,Singleton
16616,TMEM140,Singleton
16617,SHOX2,Singleton
16618,TFCP2L1,Singleton
16619,SORCS2,Singleton
16620,GLT1D1,Singleton
16621,PDE11A,Singleton
16622,LPAR2,Singleton
16623,PROK2,Singleton
16624,RASGRP4,Singleton
16625,WNT5B,Singleton
16626,GOLGA8A,Singleton
16627,PLA1A,Singleton
16628,GJA5,Singleton
16629,SNX18,Singleton
16630,SIX5,Singleton
16631,ADAMTS12,Singleton
16632,RASA4,Singleton
16633,CNR2,Singleton
16634,ADAMTS3,Singleton
16635,ADAMTSL1,Singleton
16636,BMP8B,Singleton
16637,VSIG2,Singleton
16638,ANKRD36B,Singleton
16639,SEMA3G,Singleton
16640,CLCN2,Singleton
16641,TMEM120B,Singleton
16642,TESK2,Singleton
16643,SIRPB2,Singleton
16644,ARSJ,Singleton
16645,SUN1,Singleton
16646,BTN3A2,Singleton
16647,IKZF4,Singleton
16648,CITED4,Singleton
16649,DIO3,Singleton
16650,LHX6,Singleton
16651,PRR16,Singleton
16652,BATF3,Singleton
